Property Name,Floorplan,Unit,Floor,Bedrooms,Bathrooms,Partial Bathrooms,SF,Available On,Deposit,Term,Est AMI Level,Last Asking Rent,Asking Rent PSF,Last Effective Rent,Effective Rent PSF,On Market Date,Off Market Date,Days on Market,Days Vacant
The Timbers at Harris Ranch,2 Bedroom 2 Bath,K308,3,2,2,,1083,9/28/2023,500,,120%,2100,1.94,2100,1.94,2023-08-13,2023-09-27,46,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,K308,3,2,2,,1083,10/6/2024,500,,120%,2205,2.04,1838,1.7,2024-08-01,2024-12-23,145,79
The Timbers at Harris Ranch,2 Bedroom 2 Bath,K308,3,2,2,,1083,5/8/2026,500,,120%,2330,2.15,2330,2.15,2026-04-01,2026-04-03,3,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D201,2,2,2,,1094,9/28/2023,500,,120%,2175,1.99,2175,1.99,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D201,2,2,2,,1094,5/3/2024,500,,120%,2337,2.14,2337,2.14,2024-04-05,2024-07-23,110,82
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D201,2,2,2,,1094,8/20/2025,500,,120%,2200,2.01,2200,2.01,2025-06-12,2025-10-12,123,54
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C311,3,2,2,,1094,9/28/2023,500,,120%,2125,1.94,2125,1.94,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C311,3,2,2,,1094,3/1/2024,500,,120%,2412,2.2,2211,2.02,2024-03-01,2024-11-12,257,257
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C311,3,2,2,,1094,9/18/2025,500,,120%,2212,2.02,2028,1.85,2025-09-11,2025-12-03,84,77
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C211,2,2,2,,1094,9/28/2023,500,,120%,2125,1.94,2125,1.94,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C211,2,2,2,,1094,4/15/2024,500,,120%,2295,2.1,2295,2.1,2024-02-29,2024-10-11,226,180
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D401,4,2,2,,1094,9/28/2023,500,,120%,2250,2.06,2250,2.06,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D401,4,2,2,,1094,5/3/2024,500,,120%,2337,2.14,2142,1.96,2024-04-05,2024-10-26,205,177
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D401,4,2,2,,1094,3/8/2025,500,,120%,2337,2.14,2337,2.14,2025-02-03,2025-02-13,11,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D211,2,2,2,,1094,9/28/2023,500,,120%,2225,2.03,2225,2.03,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D211,2,2,2,,1094,5/3/2024,500,,120%,1995,1.82,1995,1.82,2024-04-05,2024-10-07,186,158
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D211,2,2,2,,1094,10/18/2025,500,,120%,2403,2.2,2403,2.2,2025-08-23,2025-10-27,66,10
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D301,3,2,2,,1094,9/28/2023,500,,120%,2150,1.97,2150,1.97,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D301,3,2,2,,1094,5/3/2024,500,,120%,1995,1.82,1829,1.67,2024-04-05,2024-11-05,215,187
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D301,3,2,2,,1094,1/15/2026,500,,120%,2418,2.21,2216,2.03,2025-12-03,2026-01-25,54,11
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D311,3,2,2,,1094,9/28/2023,500,,120%,2225,2.03,2225,2.03,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D311,3,2,2,,1094,5/3/2024,500,,120%,2295,2.1,1912,1.75,2024-04-05,2024-09-17,166,138
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D311,3,2,2,,1094,4/29/2026,500,,120%,2418,2.21,2418,2.21,2026-02-16,2026-02-24,9,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D411,4,2,2,,1094,9/28/2023,500,,120%,2225,2.03,2225,2.03,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D411,4,2,2,,1094,5/3/2024,500,,120%,2337,2.14,2142,1.96,2024-04-05,2024-11-07,217,189
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D411,4,2,2,,1094,11/29/2025,500,,120%,2403,2.2,2203,2.01,2025-10-26,2025-11-20,26,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D411,4,2,2,,1094,5/22/2026,500,,120%,2420,2.21,2420,2.21,2026-04-15,2026-04-16,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C301,3,2,2,,1094,9/28/2023,500,,120%,2150,1.97,2150,1.97,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C301,3,2,2,,1094,4/15/2024,500,,120%,2412,2.2,2211,2.02,2024-02-29,2024-11-28,274,228
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C301,3,2,2,,1094,5/19/2025,500,,120%,2478,2.27,2272,2.08,2025-05-14,2025-07-30,78,73
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C201,2,2,2,,1094,9/28/2023,500,,120%,2175,1.99,2175,1.99,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C201,2,2,2,,1094,4/15/2024,500,,120%,2337,2.14,2337,2.14,2024-02-29,2024-07-01,124,78
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C201,2,2,2,,1094,6/20/2025,500,,120%,2203,2.01,2203,2.01,2025-05-21,2025-09-07,110,80
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C201,2,2,2,,1094,6/26/2026,500,,120%,2495,2.28,2495,2.28,2026-05-20,2026-06-25,37,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C411,4,2,2,,1094,9/28/2023,500,,120%,2225,2.03,2225,2.03,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C411,4,2,2,,1094,4/15/2024,500,,120%,2487,2.27,2487,2.27,2024-02-29,2024-09-28,213,167
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C411,4,2,2,,1094,9/16/2025,500,,120%,2553,2.33,2553,2.33,2025-09-09,2025-10-02,24,17
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C401,4,2,2,,1094,9/28/2023,500,,120%,2250,2.06,2250,2.06,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C401,4,2,2,,1094,4/15/2024,500,,120%,2487,2.27,2487,2.27,2024-02-29,2024-08-28,182,136
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C401,4,2,2,,1094,6/8/2026,500,,120%,2570,2.35,2570,2.35,2026-04-28,2026-04-29,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D102,1,2,2,,1199,9/28/2023,500,,120%,2525,2.11,2525,2.11,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D102,1,2,2,,1199,5/3/2024,500,,120%,2350,1.96,2079,1.73,2024-04-05,2024-06-07,64,36
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D102,1,2,2,,1199,10/15/2024,500,,120%,2350,1.96,2350,1.96,2024-09-24,2024-10-18,25,4
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C102,1,2,2,,1199,9/28/2023,500,,120%,2525,2.11,2525,2.11,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C102,1,2,2,,1199,4/15/2024,500,,120%,2350,1.96,2079,1.73,2024-02-29,2024-04-03,35,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C102,1,2,2,,1199,5/12/2025,500,,120%,2350,1.96,2350,1.96,2025-03-07,2025-03-08,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C102,1,2,2,,1199,12/24/2025,500,,120%,2503,2.09,2503,2.09,2025-12-17,2026-02-13,59,52
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D302-ADA,3,2,2,,1200,8/19/2025,500,,120%,2241,1.87,2054,1.71,2025-06-15,2025-11-15,154,89
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C302,3,2,2,,1200,9/28/2023,500,,120%,2550,2.13,2550,2.13,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C302,3,2,2,,1200,4/15/2024,500,,120%,2441,2.03,2238,1.87,2024-02-29,2024-11-05,251,205
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C202,2,2,2,,1200,9/28/2023,500,,120%,2550,2.13,2550,2.13,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C202,2,2,2,,1200,4/15/2024,500,,120%,2441,2.03,2159,1.8,2024-02-29,2024-07-06,129,83
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D202,2,2,2,,1200,9/28/2023,500,,120%,2550,2.13,2550,2.13,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D202,2,2,2,,1200,5/3/2024,500,,120%,2441,2.03,2238,1.87,2024-04-05,2024-11-08,218,190
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D202,2,2,2,,1200,6/27/2025,500,,120%,2510,2.09,2301,1.92,2025-06-18,2025-08-07,51,42
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D302,3,2,2,,1200,9/28/2023,500,,120%,2550,2.13,2550,2.13,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D302,3,2,2,,1200,5/3/2024,500,,120%,2516,2.1,2225,1.85,2024-04-05,2024-08-15,133,105
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D402,4,2,2,,1200,9/28/2023,500,,120%,2650,2.21,2650,2.21,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D402,4,2,2,,1200,5/3/2024,500,,120%,2491,2.08,2203,1.84,2024-04-05,2024-08-30,148,120
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D402,4,2,2,,1200,4/4/2026,500,,120%,2560,2.13,2560,2.13,2026-01-13,2026-02-11,30,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C402,4,2,2,,1200,9/28/2023,500,,120%,2650,2.21,2650,2.21,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C402,4,2,2,,1200,4/15/2024,500,,120%,2591,2.16,2591,2.16,2024-02-29,2024-10-04,219,173
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C402,4,2,2,,1200,5/7/2025,500,,120%,2660,2.22,2660,2.22,2025-03-30,2025-05-28,60,22
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C402,4,2,2,,1200,3/21/2026,500,,120%,2660,2.22,2660,2.22,2026-01-14,2026-02-11,29,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C312,3,2,2,,1219,9/28/2023,500,,120%,2525,2.07,2525,2.07,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C312,3,2,2,,1219,3/1/2024,500,,120%,2550,2.09,2342,1.92,2024-03-01,2024-04-26,57,57
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C212,2,2,2,,1238,9/28/2023,500,,120%,2525,2.04,2525,2.04,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C212,2,2,2,,1238,4/15/2024,500,,120%,2475,2,2267,1.83,2024-02-29,2024-05-02,64,18
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C212,2,2,2,,1238,12/28/2025,500,,120%,2561,2.07,2348,1.9,2025-12-23,2026-01-27,36,31
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D212,2,2,2,,1238,9/28/2023,500,,120%,2525,2.04,2525,2.04,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D212,2,2,2,,1238,5/3/2024,500,,120%,2491,2.01,2491,2.01,2024-04-05,2024-09-22,171,143
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D212,2,2,2,,1238,11/20/2025,500,,120%,2561,2.07,2348,1.9,2025-10-14,2025-12-10,58,21
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D412,4,2,2,,1238,9/28/2023,500,,120%,2625,2.12,2625,2.12,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D412,4,2,2,,1238,5/3/2024,500,,120%,3216,2.6,3216,2.6,2024-04-05,2024-07-17,104,76
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D412,4,2,2,,1238,12/31/2024,500,,120%,2541,2.05,2541,2.05,2024-11-27,2025-01-08,43,9
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D412,4,2,2,,1238,1/16/2026,500,,120%,2611,2.11,2393,1.93,2025-11-04,2025-11-11,8,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D312,3,2,2,,1238,9/28/2023,500,,120%,2525,2.04,2525,2.04,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D312,3,2,2,,1238,5/3/2024,500,,120%,2566,2.07,2270,1.83,2024-04-05,2024-06-18,75,47
The Timbers at Harris Ranch,2 Bedroom 2 Bath,D312,3,2,2,,1238,7/3/2025,500,,120%,2636,2.13,2416,1.95,2025-04-17,2025-07-28,103,26
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C412,4,2,2,,1238,9/28/2023,500,,120%,2625,2.12,2625,2.12,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C412,4,2,2,,1238,4/15/2024,500,,120%,2641,2.13,2641,2.13,2024-02-29,2024-08-29,183,137
The Timbers at Harris Ranch,2 Bedroom 2 Bath,C412,4,2,2,,1238,9/28/2026,500,,120%,2845,2.3,2845,2.3,2026-07-02,2026-07-04,3,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,E202,2,3,2,,1294,9/8/2023,500,,120%,2350,1.82,2079,1.61,2023-07-27,2024-06-12,322,279
The Timbers at Harris Ranch,3 Bedroom 2 Bath,F202,2,3,2,,1294,7/7/2024,500,,120%,2450,1.89,2167,1.67,2024-05-03,2024-06-18,47,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,F202,2,3,2,,1294,7/14/2025,500,,120%,2450,1.89,2450,1.89,2025-04-25,2025-05-27,33,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,K202,2,3,2,,1294,9/28/2023,500,,120%,2500,1.93,2211,1.71,2023-08-13,2024-05-04,266,220
The Timbers at Harris Ranch,3 Bedroom 2 Bath,K202,2,3,2,,1294,5/12/2025,500,,120%,2450,1.89,2450,1.89,2025-03-05,2025-04-17,44,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,E302,3,3,2,,1294,9/8/2023,500,,120%,2575,1.99,2575,1.99,2023-07-27,2023-09-06,42,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,E302,3,3,2,,1294,10/20/2024,500,,120%,2525,1.95,2104,1.63,2024-08-11,2024-12-18,130,60
The Timbers at Harris Ranch,3 Bedroom 2 Bath,B302,3,3,2,,1294,7/28/2023,500,,120%,2525,1.95,2525,1.95,2023-06-22,2023-06-30,9,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,F302,3,3,2,,1294,7/1/2023,500,,120%,2475,1.91,2475,1.91,,2023-06-22,,
The Timbers at Harris Ranch,3 Bedroom 2 Bath,F302,3,3,2,,1294,6/19/2024,500,,120%,2475,1.91,2267,1.75,2024-04-13,2024-04-26,14,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,F302,3,3,2,,1294,11/9/2024,500,,120%,2525,1.95,2315,1.79,2024-10-06,2024-11-18,44,10
The Timbers at Harris Ranch,3 Bedroom 2 Bath,F302,3,3,2,,1294,12/26/2025,500,,120%,2595,2.01,2379,1.84,2025-11-27,2025-12-18,22,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,B202,2,3,2,,1294,7/28/2023,500,,120%,2475,1.91,2475,1.91,2023-06-22,2023-07-20,29,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,B202,2,3,2,,1294,5/11/2024,500,,120%,2475,1.91,2189,1.69,2024-03-08,2024-05-04,58,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,B202,2,3,2,,1294,6/7/2026,500,,120%,2620,2.02,2620,2.02,2026-03-22,2026-04-14,24,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,A202,2,3,2,,1294,12/17/2023,500,,120%,2475,1.91,2189,1.69,2023-11-13,2024-05-14,184,150
The Timbers at Harris Ranch,3 Bedroom 2 Bath,A202,2,3,2,,1294,6/19/2026,500,,120%,2620,2.02,2620,2.02,2026-04-16,2026-04-29,14,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,K302,3,3,2,,1294,9/28/2023,500,,120%,2525,1.95,2525,1.95,2023-08-13,2023-12-17,127,81
The Timbers at Harris Ranch,3 Bedroom 2 Bath,K302,3,3,2,,1294,10/19/2024,500,,120%,2525,1.95,2233,1.73,2024-08-14,2024-08-22,9,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,K302,3,3,2,,1294,10/8/2026,500,,120%,2765,2.14,2765,2.14,2026-07-08,,8,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H202,2,3,2,,1375,8/29/2023,500,,120%,2500,1.82,2500,1.82,2023-08-29,2023-08-30,2,2
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H202,2,3,2,,1375,3/15/2024,500,,120%,2530,1.84,2530,1.84,2024-01-13,2024-03-26,74,12
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H202,2,3,2,,1375,5/28/2025,500,,120%,2405,1.75,2322,1.69,2025-03-01,2025-07-15,137,49
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G312,3,3,2,,1375,1/3/2024,500,,120%,2630,1.91,2630,1.91,2023-08-29,2023-11-19,83,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G312,3,3,2,,1375,7/3/2025,500,,120%,2499,1.82,2416,1.76,2024-07-09,2025-07-15,372,13
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G202,2,3,2,,1375,1/3/2024,500,,120%,2530,1.84,2530,1.84,2023-08-29,2023-10-29,62,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G202,2,3,2,,1375,1/9/2025,500,,120%,2499,1.82,2499,1.82,2024-11-04,2025-04-16,164,98
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G212,2,3,2,,1375,1/3/2024,500,,120%,2530,1.84,2238,1.63,2023-08-29,2024-06-02,279,152
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J312,3,3,2,,1375,10/5/2023,500,,120%,2600,1.89,2600,1.89,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J312,3,3,2,,1375,2/8/2024,500,,120%,2630,1.91,2630,1.91,2023-12-07,2024-03-13,98,35
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G302,3,3,2,,1375,1/3/2024,500,,120%,2630,1.91,2630,1.91,2023-08-29,2024-01-15,140,13
The Timbers at Harris Ranch,3 Bedroom 2 Bath,G302,3,3,2,,1375,2/6/2025,500,,120%,2630,1.91,2630,1.91,2024-12-01,2025-04-09,130,63
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J212,2,3,2,,1375,10/5/2023,500,,120%,2500,1.82,2500,1.82,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J212,2,3,2,,1375,2/8/2024,500,,120%,2530,1.84,2238,1.63,2023-12-07,2024-05-07,153,90
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J212,2,3,2,,1375,8/7/2026,500,,120%,2670,1.94,2670,1.94,2026-03-27,2026-05-11,46,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J202,2,3,2,,1375,10/5/2023,500,,120%,2700,1.96,2700,1.96,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J202,2,3,2,,1375,2/8/2024,500,,120%,2530,1.84,2238,1.63,2023-12-07,2024-02-16,72,9
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J202,2,3,2,,1375,1/21/2026,500,,120%,2693,1.96,2693,1.96,2026-01-14,2026-03-03,49,42
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H312,3,3,2,,1375,8/29/2023,500,,120%,2700,1.96,2700,1.96,2023-08-29,2023-08-30,2,2
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H312,3,3,2,,1375,3/15/2024,500,,120%,2630,1.91,2326,1.69,2024-01-13,2024-05-19,128,66
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H312,3,3,2,,1375,12/8/2025,500,,120%,2704,1.97,2704,1.97,2025-08-30,2025-09-03,5,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H212,2,3,2,,1375,8/29/2023,500,,120%,2600,1.89,2600,1.89,2023-08-29,2023-08-30,2,2
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H212,2,3,2,,1375,3/15/2024,500,,120%,2530,1.84,2238,1.63,2024-01-13,2024-02-04,23,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H212,2,3,2,,1375,9/22/2026,500,,120%,2765,2.01,2765,2.01,2026-07-14,,2,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H302,3,3,2,,1375,8/30/2023,500,,120%,2700,1.96,2700,1.96,2023-08-29,2023-08-30,2,1
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H302,3,3,2,,1375,3/15/2024,500,,120%,2630,1.91,2326,1.69,2024-01-13,2024-05-03,112,50
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H302,3,3,2,,1375,1/17/2025,500,,120%,2630,1.91,2630,1.91,2025-01-08,2025-04-17,100,91
The Timbers at Harris Ranch,3 Bedroom 2 Bath,H302,3,3,2,,1375,6/12/2026,500,,120%,2770,2.01,2770,2.01,2026-03-23,2026-05-11,50,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J302,3,3,2,,1375,10/5/2023,500,,120%,2800,2.04,2800,2.04,2023-08-29,2023-08-30,2,0
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J302,3,3,2,,1375,2/8/2024,500,,120%,2630,1.91,2326,1.69,2023-12-07,2024-04-03,119,56
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J302,3,3,2,,1375,5/7/2025,500,,120%,2630,1.91,2630,1.91,2025-04-02,2025-06-05,65,30
The Timbers at Harris Ranch,3 Bedroom 2 Bath,J302,3,3,2,,1375,5/22/2026,500,,120%,2795,2.03,2795,2.03,2026-04-16,2026-05-14,29,0
Arboretum at Barber Station,Convertible,2-218,2,1,1,,633,2/4/2025,500,,80%,1450,2.29,1450,2.29,2024-12-28,2025-04-29,123,85
Arboretum at Barber Station,Convertible,2-304,3,1,1,,633,3/11/2025,500,,80%,1500,2.37,1327,2.1,2025-02-06,2025-03-20,43,10
Arboretum at Barber Station,Convertible,2-318,3,1,1,,633,10/1/2023,300,,80%,1621,2.56,1621,2.56,2023-08-21,2023-10-28,69,28
Arboretum at Barber Station,Convertible,2-318,3,1,1,,633,5/30/2024,500,,80%,1625,2.57,1625,2.57,2024-05-03,2024-06-29,58,31
Arboretum at Barber Station,Convertible,2-318,3,1,1,,633,4/6/2025,500,,80%,1500,2.37,1458,2.3,2025-03-12,2025-05-23,73,48
Arboretum at Barber Station,1A - Convertible,2-204,2,1,1,,633,5/6/2026,500,,80%,1545,2.44,1545,2.44,2026-01-28,2026-03-03,35,0
Arboretum at Barber Station,1A - Convertible,2-518,5,1,1,,633,6/30/2023,300,,80%,1589,2.51,1547,2.44,2023-06-21,2023-07-25,35,26
Arboretum at Barber Station,1A - Convertible,2-518,5,1,1,,633,7/7/2024,500,,80%,1725,2.73,1725,2.73,2023-12-12,2024-07-09,211,3
Arboretum at Barber Station,1A - Convertible,2-518,5,1,1,,633,11/27/2024,500,,80%,1550,2.45,1292,2.04,2024-11-09,2025-01-16,69,51
Arboretum at Barber Station,1A - Convertible,2-518,5,1,1,,633,5/11/2026,500,,80%,1595,2.52,1472,2.33,2026-03-17,2026-03-23,7,0
Arboretum at Barber Station,1A - Convertible,2-404,4,1,1,,633,6/17/2023,300,,80%,1514,2.39,1472,2.33,,2023-07-25,,
Arboretum at Barber Station,1A - Convertible,2-404,4,1,1,,633,12/2/2023,500,,80%,1395,2.2,1234,1.95,2023-11-10,2024-03-12,124,102
Arboretum at Barber Station,1A - Convertible,2-404,4,1,1,,633,4/7/2025,500,,80%,1525,2.41,1349,2.13,2025-02-28,2025-03-11,12,0
Arboretum at Barber Station,1A - Convertible,2-404,4,1,1,,633,6/12/2026,500,,80%,1675,2.65,1675,2.65,2026-06-02,2026-06-03,2,0
Arboretum at Barber Station,1B - One Bedroom,2-317,3,1,1,,795,10/10/2023,300,,80%,1799,2.26,1649,2.07,2023-08-25,2023-09-14,21,0
Arboretum at Barber Station,1B - One Bedroom,2-317,3,1,1,,795,10/20/2025,500,,80%,1570,1.97,1389,1.75,2025-08-17,2025-09-16,31,0
Arboretum at Barber Station,1 Bedroom ADA,1-404,4,1,1,,795,5/29/2024,500,,80%,1575,1.98,1393,1.75,2024-01-18,2024-03-30,73,0
Arboretum at Barber Station,One Bedroom,3-205,2,1,1,,795,2/27/2024,500,,80%,1585,1.99,1585,1.99,2023-12-12,2024-03-01,81,4
Arboretum at Barber Station,1B - One Bedroom,2-415,4,1,1,,795,8/11/2023,300,,80%,1654,2.08,1612,2.03,2023-07-22,2023-07-27,6,0
Arboretum at Barber Station,1B - One Bedroom,2-415,4,1,1,,795,9/25/2025,500,,80%,1595,2.01,1411,1.77,2025-08-17,2025-09-26,41,2
Arboretum at Barber Station,1B - One Bedroom,1-416,4,1,1,,795,2/2/2024,500,,80%,1811,2.28,1602,2.02,2024-01-18,2024-02-16,30,15
Arboretum at Barber Station,1B - One Bedroom,1-416,4,1,1,,795,9/24/2025,500,,80%,1620,2.04,1433,1.8,2025-09-06,2025-09-28,23,5
Arboretum at Barber Station,1B - One Bedroom,2-503,5,1,1,,795,6/11/2025,500,,80%,1700,2.14,1700,2.14,2025-05-04,2025-05-29,26,0
Arboretum at Barber Station,1B - One Bedroom,2-503,5,1,1,,795,10/25/2025,500,,80%,1620,2.04,1433,1.8,2025-10-02,2025-10-08,7,0
Arboretum at Barber Station,1B - One Bedroom,1-316,3,1,1,,795,12/25/2023,300,,80%,1764,2.22,1764,2.22,2023-09-28,2023-09-29,2,0
Arboretum at Barber Station,1B - One Bedroom,1-316,3,1,1,,795,11/26/2024,500,,80%,1675,2.11,1396,1.76,2024-11-26,2025-01-18,54,54
Arboretum at Barber Station,1B - One Bedroom,1-316,3,1,1,,795,11/28/2025,500,,80%,1625,2.04,1437,1.81,2025-10-18,2025-11-04,18,0
Arboretum at Barber Station,One Bedroom,1-403,4,1,1,,795,5/9/2024,500,,80%,1625,2.04,1437,1.81,2024-02-19,2024-03-09,20,0
Arboretum at Barber Station,One Bedroom,3-203,2,1,1,,795,7/1/2025,500,,80%,1635,2.06,1593,2,2025-01-28,2025-05-21,114,0
Arboretum at Barber Station,1B - One Bedroom,2-203,2,1,1,,795,5/24/2024,500,,80%,1520,1.91,1344,1.69,2024-03-17,2024-03-21,5,0
